"spotify_id","name","artists","snapshot_date","is_explicit","duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","__index_level_0__"
"4QQHPdXbmwPLKZ2TaI3RxY","Perfecta","Young Cister, Fuego","2024-01-27 00:00:00.000000000",false,187826,0.857,0.571,8,-6.14,0,0.0942,0.336,0.0000435,0.205,0.377,115.016,4,763352
"7wfMTV2iORe3n6JLgA9daD","sol & prada","Young Cister, AKRIILA","2024-01-27 00:00:00.000000000",false,181463,0.627,0.575,5,-5.664,0,0.0659,0.0661,0.0000343,0.0709,0.709,129.911,4,763344
"3KHj1rTLZi8OJUwGVw6PEl","Bellaka","Young Cister","2024-01-27 00:00:00.000000000",false,132336,0.744,0.701,7,-6.387,1,0.045,0.0655,0.00000267,0.266,0.289,107.005,4,763339
"3u2TDPtvVDAAbBA3o8FOU3","CAPRIXOS","Young Cister, Julianno Sosa","2024-01-27 00:00:00.000000000",false,189481,0.827,0.887,5,-3.021,0,0.0576,0.0986,0.00000107,0.0783,0.741,95.002,4,763350
"3dCC7aodARJimlvDnlh1mo","Someone You Loved","Lewis Capaldi","2024-01-27 00:00:00.000000000",false,179840,0.708,0.416,1,-5.864,1,0.0296,0.756,0,0.104,0.497,109.87,4,763390
"11XrHu3CzdiQWxxDRZBni3","Pegate","Engel Montaz","2024-01-27 00:00:00.000000000",false,165168,0.909,0.683,5,-4.792,0,0.128,0.0182,0.0000185,0.118,0.808,88.637,4,763013
"3K8ek4n0oRmhNuygMyrMfQ","Rumine","El Chuky De Lewa, Yomel El Meloso, Kaly Ocho, Kreizy k","2024-01-27 00:00:00.000000000",false,177760,0.562,0.805,4,-3.563,1,0.436,0.0505,0.00000834,0.335,0.905,178.959,3,763022
"4sAoshwHCmh4IHMQxZHwRD","Baby Eu Tava na Rua da Água","TR, Mc Menor RV, Tropa da W&S","2024-01-27 00:00:00.000000000",true,116307,0.637,0.703,7,3.233,1,0.201,0.271,0,0.312,0.721,84.295,5,763554
"1LnGVaVSD2a4nKRL3kcIvu","Espuma Gelada - Ao Vivo","Kelvin e Gustavo, Traia Véia","2024-01-27 00:00:00.000000000",false,139616,0.728,0.793,9,-3.396,1,0.119,0.559,0,0.467,0.839,122.872,4,763540
"3WIWqQMBUBQgmJERv3xTMV","Кисти","uniqe, nkeeei, ARTEM SHILOVETS","2024-01-27 00:00:00.000000000",true,171500,0.782,0.644,1,-6.341,0,0.115,0.00676,0,0.327,0.774,120.03,4,763504
"2QieMRkH51KbJw4ZauGJfY","MOON (feat. Capo Plaza & Tony Boy)","AVA, Capo Plaza, Tony Boy","2024-01-27 00:00:00.000000000",true,186126,0.602,0.672,2,-6.23,1,0.0379,0.346,0.00000994,0.199,0.416,141.933,4,762106
"6f2zjW2WOXWwbEd1N6xr0I","Paintings","Dj Sam","2024-01-27 00:00:00.000000000",false,126240,0.621,0.525,7,-8.212,0,0.284,0.83,0,0.377,0.271,137.503,4,762198
"7qNGTYmJMj5Pj9tKI5eeWq","L.M.K","StaJe","2024-01-27 00:00:00.000000000",true,195021,0.766,0.474,4,-8.055,0,0.0361,0.259,0.00000295,0.0978,0.362,89.987,4,762906
"0zyAjQxKKcs5UAdctKc0xR","زماني صابني عيار","Magdy El Zahar, Eslam Kabonga","2024-01-27 00:00:00.000000000",true,189818,0.732,0.892,0,-1.202,0,0.121,0.47,0,0.102,0.797,109.975,4,762905
"0klIln517VMntb0BAesVuR","Adrenalean","menace Santana","2024-01-27 00:00:00.000000000",true,132743,0.695,0.475,0,-14.086,1,0.333,0.316,0.803,0.113,0.4,170.046,4,762741
"0V4xkrNtyBiAUsVFKnfbi2","STAG","Soppgirobygget","2024-01-28 00:00:00.000000000",true,158948,0.636,0.829,7,-5.739,0,0.228,0.116,0,0.204,0.504,127.989,4,757824
"0irVirJrUjHFk3ywECVsGT","Kite","Benjamin Ingrosso","2024-01-28 00:00:00.000000000",false,166806,0.73,0.804,2,-4.84,1,0.0436,0.225,0.00000263,0.0432,0.904,139.997,4,757855
"0Lk3eSBZOCtRwRqKxLgyqV","FREAKY","Ringnes-Ronny","2024-01-28 00:00:00.000000000",false,122000,0.563,0.598,2,-15.235,1,0.0393,0.0311,0.000034,0.353,0.698,150.013,4,757854
"0QosomGFiJYOxj2ViZfqng","Selfish","Justin Timberlake","2024-01-28 00:00:00.000000000",false,229331,0.69,0.543,1,-6.752,1,0.0364,0.0723,0.0291,0.0873,0.376,88.004,4,757849
"4w2b3lotRG7oOyM1qC8xYo","Gnien på Katta (Ikke for Stag)","ÜBER, LilNeya, Magasinet","2024-01-28 00:00:00.000000000",true,146962,0.645,0.64,4,-9.064,0,0.0606,0.0371,0,0.548,0.514,157.971,4,757831
"6JLCKLr5uT2LhdVJU63FrB","1 till","Broiler, Greekazo, Hjorterud Allé","2024-01-28 00:00:00.000000000",true,135238,0.87,0.66,0,-6.902,0,0.0578,0.0224,0,0.161,0.864,126.005,4,757840
"7HlUh2RqWi4AC2ukWJFZjn","JEG FÅR VÆRE SOM JEG ER","Matoma, Beathoven, Hver gang vi møtes","2024-01-28 00:00:00.000000000",false,155200,0.669,0.852,11,-6.263,1,0.0547,0.0131,0,0.0762,0.55,74.944,4,757834
"6f2nWEm8aqMxKZtlxsyxWD","HEAVEN","The Kid LAROI","2024-01-28 00:00:00.000000000",true,174595,0.63,0.283,9,-9.043,1,0.0368,0.773,0.00000188,0.0966,0.405,142.772,4,757845
"7chTH3GBjjAyagf0SPCZDL","SI SABE FERXXO","Blessd, Feid","2024-01-28 00:00:00.000000000",true,152500,0.726,0.831,8,-2.035,0,0.12,0.0139,0.00000371,0.0891,0.489,95.997,4,757754
"4ZT0SLVKbIL3M5HreJTyLI","Ready 4 War","Djaga Djaga","2024-01-28 00:00:00.000000000",true,145501,0.647,0.857,2,-5.462,1,0.244,0.337,0,0.26,0.407,94.059,4,757880
"61mqrQaWEQ6TsL01b4TuIf","Johnny","Lil Kleine, Mula B, $hirak","2024-01-28 00:00:00.000000000",true,205586,0.851,0.733,9,-8.512,1,0.12,0.0538,0,0.162,0.691,141.998,4,757863
"4OXQsETHvL01dQfx3mpCpo","Verpest","Bilal Wahib, Zoë Tauran","2024-01-28 00:00:00.000000000",false,160974,0.817,0.316,0,-8.31,1,0.0514,0.273,0,0.0865,0.451,97.002,4,757891
"0M0ANKNzmM4Odd7FNKghzW","Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Mitraz","2024-01-28 00:00:00.000000000",false,171147,0.763,0.587,8,-8.299,0,0.0381,0.358,0.00000603,0.13,0.794,106.977,4,757605
"6Kmm6QwMjkXh4tVtViPsWx","Znalazłem pieniądze","Holak, Taco Hemingway","2024-01-28 00:00:00.000000000",false,189700,0.509,0.529,6,-11.399,0,0.156,0.0924,0.00232,0.104,0.289,82.955,4,757536
"2stWwxi8C6L1TESgCw9ANY","Vanitas","Aleshen","2024-01-28 00:00:00.000000000",true,216923,0.687,0.709,1,-5.26,0,0.145,0.462,0,0.12,0.584,77.991,4,757520
"1NCF4UUsuT6Xzw2Zxd43PJ","Chulo pt.2","Bad Gyal, Tokischa, Young Miko","2024-01-28 00:00:00.000000000",true,218933,0.849,0.885,3,-2.447,0,0.12,0.0728,0.00000255,0.0592,0.522,96.971,4,757700
"1ob0HoNmWqhokMN7Sqh6bs","Besarmatė","Vaidas Baumila","2024-01-28 00:00:00.000000000",false,214960,0.665,0.819,1,-5.186,1,0.0561,0.00539,0,0.081,0.7,151.891,4,758305
"2b0nACGnsNKVvJhmhOjewh","Amiri jeans","Zola, Koba LaD","2024-01-28 00:00:00.000000000",true,179280,0.763,0.622,11,-6.586,0,0.263,0.174,0,0.0996,0.608,121.093,4,758219
"2ZEzQtuXsSbFJrR9xhhiei","Temps en temps","Zola, Koba LaD","2024-01-28 00:00:00.000000000",true,153653,0.934,0.815,6,-4.37,1,0.157,0.125,0.0000195,0.296,0.886,127.974,4,758218
"3gOVMei7c4BD6oIfed24dc","Blue Porsche (feat. Niska)","Luciano, Niska","2024-01-28 00:00:00.000000000",false,186479,0.866,0.685,9,-5.472,0,0.245,0.0041,0.0000871,0.117,0.478,155.997,4,758207
"41QjSZhArx6SDxmK4LAD0z","Un billet","Zola, Koba LaD","2024-01-28 00:00:00.000000000",true,171453,0.844,0.485,5,-7.387,0,0.0598,0.494,0.00000343,0.14,0.682,120.008,4,758253
"623v0j1Y3BHriGnTowl6KR","Synthèse","Koba LaD","2024-01-28 00:00:00.000000000",true,185253,0.919,0.639,2,-5.401,1,0.32,0.208,0,0.205,0.903,127.051,4,758247
"3eD90F1Ve0qxq54Np0VCga","Aller sans retour","Zola, Koba LaD","2024-01-28 00:00:00.000000000",true,177240,0.429,0.702,10,-5.62,0,0.363,0.253,0.0000198,0.086,0.651,182.751,3,758246
"5PrxNOtPuBGng7aTKavAc5","Parano","Zola, Koba LaD","2024-01-28 00:00:00.000000000",true,178520,0.602,0.684,5,-6.369,0,0.0825,0.577,0.000012,0.129,0.571,144.255,4,758245
"2wpGkDZlLo9CQYEEFrpg1K","C'est non","Zola, Koba LaD","2024-01-28 00:00:00.000000000",true,156493,0.699,0.559,2,-5.897,0,0.073,0.395,0,0.104,0.586,97.517,3,758241
"1DXomndYd10iSX9uZSPv6e","What kind of future","WOOZI","2024-01-28 00:00:00.000000000",false,231093,0.348,0.648,4,-4.529,1,0.0357,0.379,0,0.111,0.215,154.457,3,758393
"0aZG8KWrpRnsGL0loUkfSj","plot twist","TWS","2024-01-28 00:00:00.000000000",false,152400,0.808,0.71,5,-4.798,1,0.0752,0.0102,0,0.144,0.73,112.066,4,758400
"05tGmdz9dVZ4yGqz4YJdPK","La Intención","Christian Nodal, Peso Pluma","2024-01-28 00:00:00.000000000",false,249464,0.794,0.738,2,-3.842,1,0.034,0.536,0,0.189,0.838,131.857,3,758069
"1Ohnxph900OeLlXj78mNwh","Babypiano","Carterefe","2024-01-28 00:00:00.000000000",true,151048,0.891,0.728,2,-5.95,1,0.0713,0.133,0.0000776,0.0967,0.667,116.026,4,757987
"2DRGyAlo0ht15FGLTQPCCt","Ya No Estoy Dolido","Adrian L Santos, Joaquin Medina","2024-01-28 00:00:00.000000000",false,179600,0.83,0.866,5,-6.634,0,0.0358,0.0365,0.00000346,0.0904,0.722,123.051,3,758102
"47Xj8eIAp7hYOOqArmkqZE","Spin You Around (1/24)","Morgan Wallen","2024-01-28 00:00:00.000000000",false,209427,0.615,0.451,4,-6.019,1,0.0272,0.796,0,0.113,0.658,141.947,4,756885
"4w2Furap0ZzaiK4J14E9sR","Think U The Shit (Fart)","Ice Spice","2024-01-28 00:00:00.000000000",true,141639,0.967,0.545,9,-6.647,1,0.207,0.0403,0.000195,0.0809,0.311,122.101,4,756873
"79AHPJd8upvNxyK2qQcY8J","HISS","Megan Thee Stallion","2024-01-28 00:00:00.000000000",true,192818,0.745,0.663,1,-5.056,1,0.423,0.078,0,0.213,0.686,167.137,4,756863
"4tFRoWT0hpshwYHAaDxcLj","Kapalı Kapılar","Sefo","2024-01-28 00:00:00.000000000",false,156000,0.75,0.647,0,-5.046,1,0.0415,0.593,0.0215,0.109,0.538,99.985,4,757010
"7MEOvvU8t9rx8b4hWemnWW","SHOT","Lvbel C5","2024-01-28 00:00:00.000000000",false,108551,0.702,0.527,11,-8.317,1,0.266,0.523,0.000192,0.28,0.369,110.248,4,757055
"1u2disQzfl3rUEhfZx35gL","Gülüşüne Yanıyorum","Amo988","2024-01-28 00:00:00.000000000",false,123765,0.302,0.508,2,-8.049,0,0.0594,0.441,0.00013,0.119,0.488,170.976,4,757049
"6GKAf3Sq0W8flUosmCirK7","İSTANBUL","Etki, UZI","2024-01-28 00:00:00.000000000",false,184792,0.569,0.649,5,-8.87,0,0.135,0.458,0,0.109,0.29,169.936,4,757042
"3Ei2OxIID6rSuPkvp6dIGP","#PHONKFREESTYLE","DEHA INC., Şehinşah, Reckol, 13 Killoki","2024-01-28 00:00:00.000000000",true,178775,0.671,0.878,5,-5.366,1,0.143,0.352,0,0.128,0.562,196.061,4,757037
"597LY7HnUeb9n6EUFUF8uc","Ka Lekeke (feat. Dj Motee, L4desh & Turnupkiid)","Felo Le Tee, Focalistic, Massive95k, Dj Motee, L4desh, Turnupkiid","2024-01-28 00:00:00.000000000",false,347148,0.791,0.675,1,-8.063,0,0.0572,0.0408,0.000709,0.0881,0.325,111.998,4,756676
"3LfXImvXHkHzz0qqdFAol4","Horns In The Sun (feat. Mo-T, Brenden Praise & Mörda) [Thakzin Remix]","DJ Kent, Thakzin, Brenden Praise, Mo-T, MÖRDA","2024-01-28 00:00:00.000000000",false,336657,0.731,0.958,5,-8.272,0,0.0673,0.0646,0.707,0.276,0.202,118.015,4,756675
"4Vg2UPndGLb7jAlX0A1vr9","NYC Mindset","Shimmi","2024-01-28 00:00:00.000000000",true,152073,0.802,0.649,6,-8.035,1,0.146,0.04,0,0.101,0.334,129.981,4,757165
"3VMRhpSmnhSnAHSZX5EAP6","Puff Puff Pass [🦚🦚🐕]","Yzomandias, Dokkeytino, Smack","2024-01-28 00:00:00.000000000",true,238518,0.83,0.707,11,-7.191,0,0.146,0.386,0.00000228,0.0993,0.618,162.075,4,757172
"532hmJMBzkTyhVQTlHHUuJ","Inga änglar (Na na na)","A36","2024-01-28 00:00:00.000000000",true,194599,0.663,0.555,8,-7.499,1,0.0743,0.0694,0,0.101,0.372,104.902,4,757257
"2vd8CskGdduZW0LvVvXW7f","En gång till","23, Shenzi Beats","2024-01-28 00:00:00.000000000",true,145000,0.808,0.427,9,-10.238,0,0.119,0.365,0.149,0.114,0.618,95.994,4,757259
"5LGG9YM4YPhmVvuom6T5QY","Långa Vägen Hem","Norlie & KKV","2024-01-28 00:00:00.000000000",false,192631,0.64,0.731,2,-4.598,1,0.0348,0.0261,0,0.203,0.414,95.069,4,757282
"15bpfAQPFdJqu13tPruMTI","GÅRDSBÖG","Edvin Törnblom","2024-01-28 00:00:00.000000000",false,142448,0.768,0.696,8,-5.1,1,0.158,0.085,0.00000243,0.308,0.51,145.956,4,757278
"2TJHQcYJVjpHOYoa8NeumK","STICKY","Lekaye, Yasin","2024-01-28 00:00:00.000000000",true,156840,0.751,0.428,3,-9.564,0,0.385,0.693,0,0.186,0.598,138.016,4,757274
"2EbK8nlyOYm6MHvkALytMW","GAMMAL I GEMET","Hooja","2024-01-28 00:00:00.000000000",false,159120,0.822,0.723,7,-6.998,1,0.0368,0.0722,0,0.2,0.919,139.934,4,757268
"2CBcMmYzUemXGeEJ16NHHh","OJITOS ROJOS - REMIX","Blessd, Ryan Castro, SOG","2024-01-28 00:00:00.000000000",true,203877,0.851,0.85,9,-4.021,1,0.0397,0.173,0.0151,0.0962,0.732,98.008,4,759632
"3jXlnjcqh0oVlEimqYIZ7P","SI A BUENO","Blessd, Jory Boy","2024-01-28 00:00:00.000000000",true,196000,0.716,0.558,6,-5.12,0,0.308,0.26,0,0.096,0.436,171.989,4,759629
"7LjeemSLTrIgPYO9igDTKD","FLETECITO","Blessd, SOG","2024-01-28 00:00:00.000000000",true,115200,0.882,0.624,4,-5.175,0,0.161,0.454,0.0000113,0.0962,0.752,100.013,4,759625
"3s517OY43flGYhwMVRXU2F","NADA QUE DECIR","Blessd","2024-01-28 00:00:00.000000000",true,117419,0.8,0.6,8,-3.232,0,0.0424,0.135,0.000394,0.126,0.376,92.992,4,759623
"4u8fUK0wSDHvVQ24SUMqZq","PALABRAS SOBRAN - REMIX","Blessd, Ryan Castro, Bryant Myers, Hades66","2024-01-28 00:00:00.000000000",true,288053,0.691,0.628,5,-6.907,0,0.131,0.674,0,0.129,0.427,127.917,4,759621
"0jrzbfG1zOkPOHKD4SaPhd","OJOS AZULES","Blessd, Peso Pluma, SOG","2024-01-28 00:00:00.000000000",true,188571,0.904,0.814,2,-4.39,0,0.181,0.344,0.000117,0.0981,0.803,98.004,4,759620
"0IPD4hNAGIjVDBTHfVdv8o","A2P","Blessd, Pirlo, YOVNGCHIMI, Neutro Shorty, NLE Choppa, Foreign Teck","2024-01-28 00:00:00.000000000",true,407179,0.531,0.79,8,-4.236,0,0.348,0.335,0,0.307,0.693,117.027,4,759618
"3LqGq0UHMEHcipo7yfER8r","HAGALE OME","Blessd, SOG","2024-01-28 00:00:00.000000000",true,193906,0.713,0.703,6,-3.381,0,0.0804,0.197,0.0000139,0.091,0.962,192.008,4,759617
"5au1uA1b2hb7NdDdTQvJYW","MAS RARO","Blessd","2024-01-28 00:00:00.000000000",true,144296,0.841,0.782,9,-3.326,0,0.0746,0.122,0.0121,0.129,0.565,94.006,4,759614
"2gN4tTPjZceqOy2F0OJZQk","SORNERITO","Blessd","2024-01-28 00:00:00.000000000",true,139977,0.725,0.897,2,-3.851,0,0.0399,0.14,0,0.367,0.742,90.981,4,759613
"3KnCfdpeaykCr1jC3rSkVc","ESO ES TODO","Blessd","2024-01-28 00:00:00.000000000",true,123750,0.696,0.626,10,-9.638,0,0.0517,0.273,0.000255,0.0517,0.508,127.996,4,759611
"4RbCdwPPk5XUpTrxAvntGM","CONDENADO AL EXITO II","Blessd","2024-01-28 00:00:00.000000000",true,257683,0.585,0.759,8,-5.626,0,0.0819,0.761,0,0.629,0.591,94.904,4,759608
"60awun0hpmDVQptovqEoXA","CHIMBA DE TEMA","Blessd, Leka el Poeta","2024-01-28 00:00:00.000000000",true,150000,0.804,0.808,10,-2.997,0,0.076,0.278,0.000112,0.227,0.805,92,4,759628
"4GvlN8k1FPoioICU5wFwRB","Ghettostar (feat. Kolja Goldstein)","CAPO, Kolja Goldstein","2024-01-28 00:00:00.000000000",false,158870,0.711,0.738,10,-4.933,0,0.323,0.058,0,0.103,0.534,107.971,4,759755
"7G6CXD57a8mIUFoOrmMhU7","Ella","Monet192","2024-01-28 00:00:00.000000000",false,129009,0.805,0.548,2,-9.687,1,0.0625,0.0708,0.00908,0.134,0.224,101.055,4,759739
"2bOILaj684WoqEbpWTswdL","En mieux","PLK, Hamza","2024-01-28 00:00:00.000000000",true,180933,0.549,0.473,5,-10.635,0,0.141,0.369,0,0.104,0.595,130.19,4,759733
"4bL1w0m4bPkjqMfi93RK1x","Z0RNIG [2O24]","Ski Aggu","2024-01-28 00:00:00.000000000",true,156781,0.438,0.865,1,-5.393,1,0.0759,0.0143,0.0000263,0.362,0.175,142.328,4,759723
"3luzLKFxbRZbz1Tbz7UMNF","winwin","Noah Carter","2024-01-28 00:00:00.000000000",true,163561,0.803,0.875,6,-5.026,1,0.306,0.132,0.00000268,0.125,0.68,160.037,4,759412
"2czRjSFBt0nRx49O9Bk6z5","Esa Niña","Albert la Ley","2024-01-28 00:00:00.000000000",false,146889,0.58,0.831,1,-8.364,1,0.283,0.216,0.000395,0.222,0.738,126.077,4,759356
"2iuFo6n8xowO4TWpPJdpC6","EN UNA NOCHE DE ESAS","Crisaint","2024-01-28 00:00:00.000000000",false,114947,0.728,0.665,0,-4.869,0,0.0376,0.312,0.00000164,0.111,0.39,95.035,4,759389
"2xZ6qOGFvlwm4VTlhrErPG","überall","Esther Graf, Montez","2024-01-28 00:00:00.000000000",true,150632,0.652,0.819,1,-5.425,0,0.0637,0.0935,0,0.318,0.682,171.968,4,759484
"020fQowWGE54urxH67pgFx","Wittenbergplatz","Lucio101","2024-01-28 00:00:00.000000000",false,137500,0.837,0.497,4,-9.427,0,0.334,0.407,0.0000127,0.141,0.596,141.881,4,759467
"4sbl4SNfBkfijDEiaijhcC","Schloss aus Sand","1986zig","2024-01-28 00:00:00.000000000",false,150882,0.592,0.927,1,-5.315,0,0.0437,0.0991,0.0000143,0.257,0.416,85.013,4,759485
"6ocEdv3r2yASPGP7moFUeZ","Ausreden","makko","2024-01-28 00:00:00.000000000",true,133880,0.728,0.559,2,-7.995,0,0.0389,0.0544,0.954,0.201,0.768,130.004,4,759486
"2Cog6WTjyfEqZEj0eecGeS","Lovesong","Loredana","2024-01-28 00:00:00.000000000",false,130157,0.932,0.617,1,-6.584,0,0.123,0.0812,0,0.0727,0.183,129.986,4,759503
"2MJhiHlV09y6ucGnC3cVOd","Erinnern V4","361Ufuk","2024-01-28 00:00:00.000000000",true,152517,0.711,0.686,9,-6.506,1,0.0444,0.0653,0.0000145,0.206,0.532,144.055,4,759488
"1qQSRy9DjrGh3jtsSCU6B1","Never Tear Us Apart","INXS","2024-01-28 00:00:00.000000000",false,185694,0.665,0.686,0,-5.849,1,0.0268,0.0518,0.000176,0.174,0.275,96.848,3,760104
"4yLvWkiGacPp3BAOSxiiHf","Sounds Of Then (This Is Australia)","GANGgajang","2024-01-28 00:00:00.000000000",false,231991,0.701,0.696,11,-11.313,0,0.0276,0.0266,0.0354,0.275,0.922,130.294,4,760098
"2FPsER4Qd9JsfunkyuBoyX","Holy Grail","Hunters & Collectors","2024-01-28 00:00:00.000000000",false,229493,0.659,0.948,1,-4.212,0,0.0404,0.138,0.0057,0.335,0.709,100.907,4,760095
"687i9z2ZCKNfzpmzs7HxOu","The Boys Light Up - Remastered 2013","Australian Crawl","2024-01-28 00:00:00.000000000",false,281466,0.619,0.935,7,-7.158,1,0.0358,0.0968,0.000172,0.307,0.704,97.894,4,760094
"1QD5geCq0N77YMV5oVomkE","To Her Door","Paul Kelly & The Coloured Girls","2024-01-28 00:00:00.000000000",false,198320,0.543,0.764,7,-7.342,1,0.0327,0.0498,0.0000128,0.0626,0.43,164.175,4,760092
"2pxxVkNhrRST8fpgA12ru8","My Happiness","Powderfinger","2024-01-28 00:00:00.000000000",false,276626,0.445,0.823,0,-5.415,1,0.0302,0.00163,0,0.43,0.487,85.935,4,760100
"79r8fue37JmXOee2ctrqR0","Eagle Rock","Daddy Cool","2024-01-28 00:00:00.000000000",false,251666,0.59,0.687,11,-10.739,0,0.066,0.00693,0.0053,0.074,0.636,125.303,4,760085
"0uvagCBJC0ClsR11W10T0Y","Black Friday","Tom Odell","2024-01-28 00:00:00.000000000",false,221510,0.48,0.199,6,-12.398,1,0.0329,0.931,0.0563,0.0978,0.201,165.476,4,760040
"0W6u4XTCiS2uDcmQJr6yWA","Run To Paradise","Choirboys","2024-01-28 00:00:00.000000000",false,248560,0.698,0.644,9,-10.437,1,0.0434,0.232,0.0206,0.0379,0.751,138.871,4,760080
"0frIZMaQwtdV4Ee8nhB1te","Khe Sanh - 2011 Remastered","Cold Chisel","2024-01-28 00:00:00.000000000",false,254045,0.474,0.918,7,-4.21,1,0.177,0.129,0,0.238,0.655,164.049,4,760077
"3ZZq9396zv8pcn5GYVhxUi","Down Under","Men At Work","2024-01-28 00:00:00.000000000",false,222320,0.739,0.459,11,-14.42,0,0.0294,0.129,0.0194,0.0474,0.892,107.115,4,760073
"4j43glFTBnFmFCiiV9CHoy","Nuuu Que Trem Bão - Ao vivo","Léo & Raphael","2024-01-28 00:00:00.000000000",false,132247,0.827,0.91,2,-2.455,1,0.086,0.218,0,0.643,0.915,126.009,4,759904
"0MHA5BjCqtYL3T0yZ138mz","Eu Não Dou Conta - Ao Vivo","Israel & Rodolffo, Mc Don Juan, João Gomes","2024-01-28 00:00:00.000000000",false,169559,0.686,0.732,1,-5.878,0,0.0372,0.784,0,0.244,0.659,141.944,4,759898
"4h64grHEML9fbatKjFVHXr","Спой","A.V.G, MACAN","2024-01-28 00:00:00.000000000",false,145217,0.826,0.522,7,-6.999,0,0.376,0.0946,0,0.109,0.526,119.099,4,759817
"3LUz9MAlrMJ4paLLFgHrB3","Bimbo in quartiere","Neima Ezza, 2nd Roof","2024-01-28 00:00:00.000000000",true,195305,0.394,0.757,0,-6.354,1,0.198,0.122,0,0.17,0.329,182.345,3,758504
"0ReSNmM6DihL9WAb95jc5h","Piccolo principe","Neima Ezza, Nko, 1hellion, prodbymiku","2024-01-28 00:00:00.000000000",true,200897,0.476,0.657,11,-10.577,0,0.053,0.245,0,0.245,0.429,92.978,4,758500
"7uBN2cQXUXx1N670z1pD6m","Mamma mi diceva (feat. Baby Gang)","Neima Ezza, Dystopic, Baby Gang","2024-01-28 00:00:00.000000000",true,144000,0.758,0.744,0,-5.479,0,0.21,0.486,0,0.1,0.358,101.951,4,758496
"7C8Yj3WDtN1rBu15xIvRA2","Calle (feat. Capo Plaza)","Neima Ezza, Dystopic, Capo Plaza","2024-01-28 00:00:00.000000000",true,170764,0.669,0.802,10,-2.467,1,0.0435,0.0479,0,0.111,0.425,91.986,4,758492
"6fG0TZQMCCUjTlWwB5WyGP","Ghetto love (feat. Guè)","Neima Ezza, Dystopic, 2nd Roof, Guè","2024-01-28 00:00:00.000000000",true,119083,0.75,0.753,1,-6.102,1,0.0585,0.0366,0.00146,0.121,0.499,110.02,4,758491
"40gRuXnudy92Wt4x2N0WrA","Finita","Neima Ezza, Dystopic","2024-01-28 00:00:00.000000000",true,208622,0.554,0.851,0,-5.557,0,0.0597,0.16,0,0.224,0.397,95.027,4,758489
"5YdpLxge3UzTHymkQ6XCf4","Due principi (feat. Emis Killa)","Neima Ezza, Dystopic, Emis Killa","2024-01-28 00:00:00.000000000",true,211434,0.741,0.712,5,-5.785,1,0.0591,0.234,0.00000132,0.21,0.371,101.97,4,758483
"4F3R0328kGKMgcYn5SaOAO","Ævilangt","GDRN","2024-01-28 00:00:00.000000000",false,221600,0.648,0.253,6,-11.779,0,0.0302,0.676,0.0000103,0.156,0.207,135.118,4,758545
"4mIFaN3SWgBJlLjnyAMeg4","Pahadon Mein","Vishal Mishra","2024-01-28 00:00:00.000000000",false,231034,0.472,0.446,7,-8.523,1,0.0289,0.71,0,0.0921,0.421,77.74,4,758591
"5CH9n4wm1haCpd65zA9VPw","Así Soy","Bad Gyal, Morad","2024-01-28 00:00:00.000000000",false,194680,0.825,0.671,11,-6.603,1,0.0892,0.328,0.00021,0.111,0.518,104.957,4,759204
"4T91Eu9HEFOmE9Tkv67nLT","Skit","Bad Gyal","2024-01-28 00:00:00.000000000",false,92493,0.865,0.805,11,-4.408,1,0.092,0.137,0.00794,0.1,0.903,117.923,4,759203
"2fgogq2XXlKMm9p6m3akHH","Bad Boy","Bad Gyal, Ñengo Flow","2024-01-28 00:00:00.000000000",false,205706,0.793,0.883,11,-2.631,0,0.107,0.0266,0,0.0883,0.728,172.02,4,759202
"4NMty0QUeDDWTRRhjHxpQ8","Aja (feat. Dilemma, Jenni & Juho)","DJ Oku Luukkainen, Dilemma, Jenni & Juho","2024-01-28 00:00:00.000000000",false,158510,0.607,0.997,9,-4.813,0,0.125,0.00363,0.0000205,0.0853,0.595,146.049,4,759136
"6YChmZDCt5k63y7podqjKH","Sinusta","Pyrythekid","2024-01-28 00:00:00.000000000",false,177777,0.567,0.665,0,-6.37,0,0.0912,0.0012,0.53,0.216,0.325,199.972,4,759125
"4uu7Xart3eGoK0KOdatnTk","Ikoni","Senya","2024-01-28 00:00:00.000000000",false,143606,0.503,0.626,1,-4.18,0,0.132,0.0928,0.0000935,0.143,0.728,100.05,4,759123
"4wi8HTf7UCKQwqH5Fso8yn","Eliniänodote","SANNI","2024-01-28 00:00:00.000000000",false,216640,0.702,0.552,3,-7.132,1,0.0328,0.22,0.00000916,0.261,0.451,111.951,4,759118
"1bmIRafMOhUKsnZE7haw2u","Perdió Este Culo","Bad Gyal","2024-01-28 00:00:00.000000000",true,159253,0.621,0.859,2,-3.228,1,0.0559,0.145,0.0000013,0.375,0.445,92.929,4,759168
"3NhRlE8C0uCrInvXxayhmC","Mikkeli mielessäin","Katariina Juselius, Teflon Brothers","2024-01-28 00:00:00.000000000",false,179259,0.586,0.935,10,-5.345,0,0.152,0.0354,0.00195,0.321,0.774,161.939,4,759148
