"spotify_id","name","artists","snapshot_date","is_explicit","duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","__index_level_0__"
"66TAAKeoOD0cFpVRug9IXZ","Demain","PLK","2023-10-18 00:00:00.000000000",true,183013,0.726,0.675,1,-8.251,1,0.16,0.272,0,0.121,0.846,137.954,4,1130841
"0sazgd7qckzMWxJ6IHcRFv","Jour de plus","Freeze corleone","2023-10-18 00:00:00.000000000",true,209557,0.79,0.768,10,-6.45,0,0.227,0.0027,0.00000628,0.116,0.316,143.962,4,1130838
"14VthBnru6kiREQUYAuNSL","Emorio","Trinix, Fafá de Belém","2023-10-18 00:00:00.000000000",false,163840,0.669,0.718,9,-7.782,0,0.0438,0.0886,0.4,0.341,0.615,120.955,4,1130833
"4sltRhFlzu0BwXq9OUnwSG","Pes","ZAF, Christos Mastoras","2023-10-18 00:00:00.000000000",false,182400,0.468,0.554,4,-6.554,0,0.0453,0.322,0,0.111,0.295,148.857,3,1130752
"5VxmI3IdgAxWVvUnJoLuY2","Speed Drive (From Barbie The Album)","Charli XCX","2023-10-18 00:00:00.000000000",false,117809,0.652,0.879,0,-6.405,1,0.0784,0.00284,0.0896,0.0918,0.789,173.925,4,1130802
"5mHdCZtVyb4DcJw8799hZp","Escapism.","RAYE, 070 Shake","2023-10-18 00:00:00.000000000",true,272373,0.538,0.742,2,-5.355,1,0.114,0.138,0.0000467,0.0934,0.25,96.107,4,1130790
"2xHZ0R5LYEbD18FOTjO7dO","Take It Away","L.A.B.","2023-10-20 00:00:00.000000000",false,212280,0.737,0.746,7,-7.973,0,0.109,0.181,0.00021,0.121,0.9,78.051,4,1122278
"62NkzAFZKNOe6arO1lSFm0","Introduction","Faris Shafi","2023-10-20 00:00:00.000000000",true,116046,0.741,0.755,6,-9.016,0,0.206,0.721,0,0.108,0.775,166.094,4,1122078
"53QrRlALFJfZgdcGLKwy5s","Dior","Shubh","2023-10-20 00:00:00.000000000",false,139133,0.967,0.362,5,-11.374,0,0.159,0.514,0.00637,0.124,0.633,115.974,4,1122075
"5d2lkJfRpza95F0c1ZhTfX","Sonic Skit","Oki, Bodhi","2023-10-20 00:00:00.000000000",true,63802,0.698,0.859,10,-5.47,0,0.0546,0.00797,0,0.133,0.294,141.982,4,1122027
"63OlqSFnE71ZirsZpjzvBw","Melodramos","Rokas Yan, Evgenya Redko","2023-10-20 00:00:00.000000000",false,159000,0.744,0.637,0,-6.283,0,0.0942,0.344,0.0000131,0.132,0.643,129.924,4,1122752
"5IAESfJjmOYu7cHyX557kz","Take Two","BTS","2023-10-20 00:00:00.000000000",false,229953,0.617,0.589,7,-5.978,1,0.0345,0.0268,0,0.378,0.566,92.991,4,1122867
"1E14FuM0BRaHAJSJ9YxMVu","A Psalm of Life","Lim Young Woong","2023-10-20 00:00:00.000000000",false,233360,0.279,0.515,7,-4.511,1,0.0305,0.75,0.000114,0.188,0.173,139.694,4,1122869
"0rb7HcBkdMPp04ybHBfX41","BAIXO","xxanteria","2023-10-20 00:00:00.000000000",false,104013,0.672,0.867,8,-7.102,1,0.036,0.0268,0.959,0.117,0.702,132.977,4,1122815
"5qYHD8Mu7HSC9RFzqkLmBA","Qunut Nazilah","Unic, Ustaz Syed, Abdul Kadir, AlJoofre","2023-10-20 00:00:00.000000000",false,145036,0.748,0.364,7,-6.252,0,0.0369,0.924,0,0.127,0.402,107.025,4,1122525
"2iJxQENVp6qHhHv1rdoPtX","BAD TILL ETERNITY (feat. Zlatan)","Blaqbonez, Zlatan","2023-10-20 00:00:00.000000000",false,173333,0.631,0.584,11,-3.63,0,0.435,0.279,0,0.0964,0.764,89.752,4,1122476
"0WCiCbdRB54GMzlRGs3Fa4","DARBA 9ADIYA","Moha K, DYSTINCT, YAM","2023-10-20 00:00:00.000000000",false,149209,0.603,0.581,11,-6.293,0,0.144,0.354,0.000042,0.35,0.809,87.781,3,1122628
"1ummIm7Y59PnBJ39Q7oMox","Lbaroud","Draganov, Inkonnu","2023-10-20 00:00:00.000000000",true,176571,0.759,0.44,11,-11.192,0,0.193,0.222,0,0.0859,0.175,167.825,4,1122622
"0cNSq9T5l8gZnpY14rsTR2","PRC","Peso Pluma, Natanael Cano","2023-10-20 00:00:00.000000000",true,184066,0.784,0.826,7,-6.34,0,0.0538,0.0965,0.0000709,0.123,0.893,138.078,3,1122578
"1AZbs0L3SkXe625DKp37KQ","Julietota","LATIN MAFIA","2023-10-20 00:00:00.000000000",false,212151,0.802,0.526,5,-3.262,0,0.199,0.283,0.000126,0.0972,0.302,82.944,4,1122577
"0UbesRsX2TtiCeamOIVEkp","Ch y la Pizza","Fuerza Regida, Natanael Cano","2023-10-20 00:00:00.000000000",true,136913,0.628,0.668,8,-2.722,1,0.117,0.329,0,0.139,0.845,148.746,3,1122574
"19FhhS93siEpzNIUG0J7Xa","absolute in doubt","Lil Peep, Wicca Phase Springs Eternal","2023-10-20 00:00:00.000000000",true,227066,0.732,0.651,4,-7.576,0,0.0477,0.0247,0,0.156,0.262,138.022,4,1121428
"5J3m0taZ0W1E9HTE0MwcSv","Simp Gái 808","Low G","2023-10-20 00:00:00.000000000",true,161948,0.778,0.514,8,-12.45,0,0.197,0.355,0.000535,0.323,0.224,94.994,4,1121188
"3HCs7v1ac2ReqcUlTs7YVm","Kwelinye (feat. Keynote)","Mellow & Sleazy, Tman Xpress, Keynote","2023-10-20 00:00:00.000000000",false,411450,0.761,0.656,1,-8.636,1,0.0526,0.00413,0.00583,0.12,0.547,111.988,4,1121178
"1cuL0U39TgY6KLZ8yHgexM","Ngilimele","MaWhoo, Deep Sen, KingTalkzin, Mthunzi","2023-10-20 00:00:00.000000000",false,372976,0.794,0.673,10,-10.784,1,0.045,0.00196,0.00694,0.0338,0.264,112.004,4,1121177
"4k5FlWz3dfhyQzmRpVPZsW","Hamba Juba","Lady Amar, JL SA, Cici, Murumba Pitch","2023-10-20 00:00:00.000000000",false,480016,0.813,0.737,6,-7.439,1,0.0413,0.0146,0.000769,0.0847,0.538,112.006,4,1121176
"0ywKzyhWxFQWGiQyjDBQFw","وين صرتي","Raad And Methaq","2023-10-20 00:00:00.000000000",false,348003,0.583,0.879,1,-5.821,1,0.0829,0.0927,0.0000025,0.566,0.507,103.929,4,1121827
"4DtQZIcQCsZx89Ur1ouilo","Aia e","Smiley","2023-10-20 00:00:00.000000000",false,172192,0.603,0.818,9,-4.11,0,0.0943,0.095,0,0.322,0.58,170.026,4,1121867
"1Ki7FuiF2krk4lD8zjV3Nz","ADDERALL","Kukon, Brodka","2023-10-20 00:00:00.000000000",true,158297,0.664,0.772,10,-5.765,1,0.165,0.422,0,0.202,0.276,94.001,4,1121984
"6LhuehVA6IXU92z4q01lDU","Stroj","Peter Pann, Kali, Separ","2023-10-20 00:00:00.000000000",true,210245,0.762,0.823,9,-3.25,0,0.211,0.507,0,0.0958,0.342,121.958,4,1121676
"1zi7xx7UVEFkmKfv06H8x0","One Dance","Drake, Wizkid, Kyla","2023-10-20 00:00:00.000000000",false,173986,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,4,1124718
"6k5wiT5l9DK8iZmhvEvoqo","Corazón Roto - Remix","Brray, Jhayco, Ryan Castro","2023-10-20 00:00:00.000000000",true,275040,0.843,0.794,1,-4.686,0,0.0426,0.226,0.00000122,0.25,0.796,92.998,4,1124119
"4ZTYnXDN5xBl9yazQ9HpIZ","SOLO RESPIRA","Gino Mella, Ak4:20, Best","2023-10-20 00:00:00.000000000",false,155096,0.674,0.619,8,-8.4,0,0.11,0.118,0.00000135,0.119,0.42,99.765,4,1124143
"2oUQzfbM29kn5cknX57gzB","Ando Buscando","Cris Mj","2023-10-20 00:00:00.000000000",true,189750,0.769,0.733,0,-5.981,1,0.0501,0.116,0.00158,0.0808,0.337,100.057,4,1124168
"5NlRqUTd4tv8AegeU7RW5x","333","Cris Mj, Yan Block","2023-10-20 00:00:00.000000000",true,165318,0.66,0.869,10,-3.425,0,0.0461,0.422,0,0.155,0.716,105.956,4,1124167
"6QZ7IptsMdWodN4uFuXNkv","Meine 1","1986zig","2023-10-20 00:00:00.000000000",false,184826,0.629,0.858,10,-6.79,0,0.0509,0.0429,0.000199,0.161,0.693,149.654,4,1123969
"0Me3GyNuLOa1YTIxhJPyCn","ASI ES LA VIDA","Enrique Iglesias, Maria Becerra","2023-10-20 00:00:00.000000000",false,172095,0.823,0.882,3,-3.513,0,0.0556,0.688,0.0000017,0.107,0.963,128.044,4,1124670
"4xAGuRRKOgoaZbMGdmTD3N","Oi Balde - Ao Vivo","Zé Neto & Cristiano","2023-10-20 00:00:00.000000000",false,159158,0.67,0.668,2,-6.411,1,0.0459,0.601,0,0.803,0.552,107.995,4,1124370
"7gLAsZ9ZLXPzwhXefnvKcg","Танцуй","Lover","2023-10-20 00:00:00.000000000",true,145718,0.677,0.663,9,-5.235,1,0.0709,0.266,0,0.186,0.284,140.005,4,1124320
"2DYzsMQpO7xOw7b3JwyIWP","Кукла колдуна","Korol i Shut","2023-10-20 00:00:00.000000000",false,202040,0.386,0.796,2,-4.76,0,0.0413,0.0259,0,0.124,0.635,148.6,4,1124319
"5nuqX3R4iAhbXO1sGrBLqi","Nqma Kak","MBT, BM","2023-10-20 00:00:00.000000000",true,215771,0.704,0.462,9,-10.722,1,0.293,0.0818,0.00103,0.111,0.155,178.02,4,1124465
"6nWn4U5GAoKIU3XM7drAgr","DJ MALAM PAGI X HAMIL DULUAN","DJ PIMI","2023-10-20 00:00:00.000000000",false,196388,0.722,0.937,7,-6.103,0,0.0331,0.284,0.0000287,0.183,0.882,140.008,4,1123214
"0h7QMc9ZRzA9QJrbEHytn2","The Astronaut","JIN","2023-10-20 00:00:00.000000000",false,282463,0.54,0.761,5,-5.356,1,0.0311,0.00446,0.0000025,0.137,0.215,124.988,4,1123315
"5HiMjc8jz0OeTnUQgp15FP","El Barto","Azahriah, DESH","2023-10-20 00:00:00.000000000",true,178714,0.787,0.684,5,-7.162,0,0.0544,0.343,0.0000092,0.219,0.785,139.984,4,1123269
"3myPe2jZvDbPoNXY7v2TU0","Malamente","Tedua","2023-10-20 00:00:00.000000000",false,181875,0.458,0.648,6,-8.372,1,0.0974,0.228,0,0.0892,0.234,80.835,3,1122970
"1f6O2TPzZQhW1Ky2iGYb5X","מולדת","Hanan Ben Ari","2023-10-20 00:00:00.000000000",false,168813,0.564,0.287,8,-10.938,0,0.0356,0.832,0,0.298,0.424,117.671,4,1123088
"1zZ9bah4HU0TtICQzCFXp3","אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi)","Avi Aburomi, Mor","2023-10-20 00:00:00.000000000",false,184675,0.522,0.428,6,-7.764,1,0.0358,0.797,0,0.11,0.368,154.088,4,1123119
"3Q6d64XJr20cHQtRd07YGj","סיגליות","Omer Adam, David Broza","2023-10-20 00:00:00.000000000",false,214000,0.665,0.553,8,-7.793,0,0.0372,0.771,0,0.374,0.676,139.944,4,1123117
"1cPDOeVdALLjj4erFPiuqW","Kaavaalaa","Anirudh Ravichander, Shilpa Rao, Arunraja Kamaraj","2023-10-20 00:00:00.000000000",false,190909,0.844,0.759,11,-6.829,0,0.0498,0.0386,0.0731,0.0813,0.479,131.913,4,1123070
"0TdWXMXyfTQ2qp5vvU9LID","Case","Diljit Dosanjh, Intense","2023-10-20 00:00:00.000000000",false,135500,0.856,0.811,10,-5.737,0,0.253,0.0591,0.0000402,0.0494,0.767,151.971,4,1123069
"0zY2rypOdM8xmsf4tUyafF","Supernova","Saiko","2023-10-20 00:00:00.000000000",false,190909,0.725,0.743,10,-4.185,0,0.148,0.256,0,0.0934,0.542,87.979,4,1123670
"4kjI1gwQZRKNDkw1nI475M","MY EYES","Travis Scott","2023-10-20 00:00:00.000000000",true,251249,0.455,0.621,0,-7.694,0,0.0517,0.651,0.00000259,0.123,0.28,119.043,4,1123770
"4FTGTibd0V8qZOTMwx7lG7","Inn Ann","Daboor, Shabjdeed","2023-10-20 00:00:00.000000000",true,193370,0.714,0.668,7,-7.848,1,0.0812,0.157,0.0000108,0.0877,0.232,143.985,4,1123696
"34oPAKE1SIIqR6mela35iL","PSILOS FREESTYLE","SIDARTA","2023-10-20 00:00:00.000000000",true,175789,0.632,0.713,4,-5.503,0,0.281,0.196,0.000228,0.123,0.253,87.734,4,1123436
"2jTrNOXo88jG31MJZEYuKb","E先生 愛人執照","Edan 呂爵安","2023-10-20 00:00:00.000000000",false,287632,0.499,0.483,10,-7.971,1,0.0405,0.495,0,0.0936,0.35,141.968,4,1123370
"07GvNcU1WdyZJq3XxP0kZa","Go Your Own Way - 2004 Remaster","Fleetwood Mac","2023-10-21 00:00:00.000000000",false,223613,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,4,1118633
"6vIAesoAJNm0g3mPN8EXpB","La Maco","Anyuri, LH, JEYSON, Valentino GRM","2023-10-21 00:00:00.000000000",false,198139,0.421,0.646,8,-7.772,1,0.346,0.33,0,0.106,0.581,171.648,4,1118583
"6tEl8GwFJEFyxZAO1ibTRF","No Es Por Acá","Carin Leon","2023-10-21 00:00:00.000000000",false,167692,0.742,0.37,2,-6.311,1,0.0309,0.465,0,0.105,0.597,97.534,3,1118782
"5UThF3rpyCS3sEP36H15W6","0800 HEAVEN","Nathan Dawe, Joel Corry, Ella Henderson","2023-10-21 00:00:00.000000000",false,159316,0.643,0.833,6,-4.109,1,0.1,0.188,0.00000241,0.339,0.216,139.941,4,1118716
"5W7DOVGQLTigu09afW7QMT","295","Sidhu Moose Wala","2023-10-21 00:00:00.000000000",false,270000,0.557,0.794,11,-5.698,0,0.2,0.179,0,0.106,0.432,91.366,4,1118432
"63NqA1azM8ogGsJa7tFCRg","Krakowski Spleen","Tribbs, Robert Wiewióra","2023-10-21 00:00:00.000000000",false,183503,0.776,0.89,2,-5.357,0,0.0581,0.108,0.000271,0.276,0.0827,127.989,4,1118382
"0RJHLXajHNw2QrvnT709yQ","Melodramos","Rokas Yan, Evgenya Redko","2023-10-21 00:00:00.000000000",false,159000,0.744,0.637,0,-6.283,0,0.0942,0.344,0.0000131,0.132,0.643,129.924,4,1119109
"1xs8bOvm3IzEYmcLJVOc34","Rush","Ayra Starr","2023-10-21 00:00:00.000000000",false,185093,0.792,0.503,1,-8.044,1,0.0626,0.0369,0.00057,0.0959,0.381,99.97,4,1119077
"25k1dcqUAmq4uYKUFj7u3o","My G","Kizz Daniel","2023-10-21 00:00:00.000000000",false,160770,0.788,0.728,8,-4.024,1,0.053,0.504,0.0019,0.273,0.874,103.017,4,1118826
"5GEJ9JlbSlPleQU3yb2P5y","Lowkey!","Mayorkun","2023-10-21 00:00:00.000000000",false,213710,0.734,0.783,1,-8.696,0,0.0344,0.115,0.0000495,0.146,0.634,112.055,4,1118833
"68cUJFq7aAbgeurngTmngL","$AD BOYZ II","Junior H","2023-10-21 00:00:00.000000000",true,208898,0.548,0.591,7,-7.888,1,0.0592,0.399,0.00000821,0.174,0.383,83.411,3,1118933
"3lev2QW3nUHNuxrVstVEGj","Chupón","El Gudi, Yeri Mua, Jey F, Alan Dazmel, Oviña","2023-10-21 00:00:00.000000000",false,201084,0.731,0.751,8,-6.642,1,0.216,0.158,0.000353,0.113,0.927,195.993,4,1118931
"0uBrQT9ny21InKVEsc7lm2","Otro Show","Uzielito Mix, El Bogueto, Dani Flow","2023-10-21 00:00:00.000000000",true,160800,0.824,0.945,1,-1.9,1,0.0424,0.0684,0.00000339,0.14,0.961,100.014,4,1118930
"6ClYMObS7f3Nn4AiZHYQt3","Cruel Summer - Live from TS | The Eras Tour","Taylor Swift","2023-10-21 00:00:00.000000000",false,229566,0.278,0.907,9,-4.606,1,0.0827,0.126,0,0.89,0.33,83.178,4,1117693
"7FTIhb3oMl8SZ1XbUoKbf2","Где ты?","Gio Pika","2023-10-21 00:00:00.000000000",false,228292,0.716,0.84,8,-6.329,0,0.137,0.031,0.0000125,0.137,0.493,81.991,4,1117783
"6GdhBJBl51BAITWjFyhbtl","GMFU","6arelyhuman, Odetari","2023-10-21 00:00:00.000000000",true,127741,0.735,0.778,11,-3.23,1,0.0487,0.00105,0.025,0.0923,0.278,126.091,4,1117778
"4RhA4AQeBc29toklGPMJUk","Знайди мене - KAVA Remix","Klavdia Petrivna, KAVA","2023-10-21 00:00:00.000000000",false,138214,0.638,0.497,1,-7.872,0,0.053,0.425,0.222,0.368,0.189,140.085,4,1117776
"3g0Dwgd36QRmPecFIoubg4","Đại Minh Tinh","Văn Mai Hương, Hứa Kim Tuyền","2023-10-21 00:00:00.000000000",false,247368,0.563,0.575,2,-7.949,0,0.123,0.745,0.00872,0.103,0.241,113.717,4,1117581
"6yVjjQA31SLM1kc4j5jPwF","BRAZILIAN DANÇA PHONK","6YNTHMANE, RXDXVIL","2023-10-21 00:00:00.000000000",true,118194,0.748,0.99,1,-2.39,1,0.151,0.303,0.132,0.267,0.386,126.015,4,1118167
"1dtdhDZ5ApMKaI6YGMDyaX","ياحلوه يا مظلومه","ابو سراج","2023-10-21 00:00:00.000000000",false,235164,0.544,0.992,9,0.856,0,0.0424,0.196,0,0.27,0.968,149.957,4,1118172
"3skwZnq1wGOaBvniFLZjGo","วาสนาผู้ใด","Parkmalody","2023-10-21 00:00:00.000000000",false,195000,0.775,0.416,1,-9.194,1,0.0403,0.27,0,0.125,0.559,95.953,4,1117928
"6xYeTISkTw4S9K9hJgr1KJ","En kväll i juni","Lasse Berghagen","2023-10-21 00:00:00.000000000",false,192533,0.43,0.584,6,-11.436,0,0.245,0.792,0.000288,0.0414,0.466,82.51,4,1118107
"7qJez6y4GfrEoLVnHjBr0J","Teddybjörnen Fredriksson","Lasse Berghagen","2023-10-21 00:00:00.000000000",false,200960,0.504,0.252,2,-10.919,1,0.0371,0.865,0.00000459,0.105,0.268,79.21,4,1118099
"5d5OZU83S7zk9tywpKXU7H","Todos Mienten","Soley, Esteban Rojas, Reboll333, Los Rogelios, ElMalaFama, DFZM, Robin Rouse","2023-10-21 00:00:00.000000000",true,384000,0.816,0.791,8,-4.053,0,0.248,0.161,0,0.0967,0.843,97.501,4,1120477
"3a9TMd2Yrza6HXqqlfMtfy","Est-ce que tu m'aimes ? - Pilule bleue","GIMS","2023-10-21 00:00:00.000000000",false,237093,0.779,0.852,2,-3.353,1,0.0651,0.235,0,0.212,0.601,119.892,4,1120577
"2aSjZFDJyTmakHyPxsEScQ","Slzy","Sofian Medjmedj, Ben Cristovao","2023-10-21 00:00:00.000000000",true,150926,0.664,0.67,10,-8.341,0,0.112,0.3,0,0.12,0.509,135.954,4,1120349
"17NHXI2CJp7KgdcwcDnRx4","Boyz In Paris (with VINAI)","Marnik, Naeleck, VINAI","2023-10-21 00:00:00.000000000",true,151589,0.554,0.968,1,-4.178,1,0.0695,0.0326,0.000042,0.304,0.415,74.465,4,1120328
"09c1WjuWwQVaC6ylMyEmCH","Май","MACAN","2023-10-21 00:00:00.000000000",false,156879,0.713,0.56,0,-7.582,0,0.076,0.313,0,0.121,0.192,99.042,4,1120673
"6rQCv5zfqq8NLcUJbS5G1u","Plan B","Torino, Pashata, Kamelia","2023-10-21 00:00:00.000000000",false,208941,0.746,0.747,7,-5.786,0,0.26,0.149,0,0.287,0.869,169.942,4,1120821
"5NiOXQipgtTWT7BSDJz8eg","Името ти","Ilian Boyd","2023-10-21 00:00:00.000000000",false,191714,0.394,0.832,11,-6.135,0,0.157,0.0538,0.00000827,0.375,0.634,85.267,4,1120823
"0D3QZNAMH2d5MFkVlebo6h","Non lo Sai","Shiva","2023-10-21 00:00:00.000000000",false,228454,0.585,0.678,0,-6.851,0,0.0888,0.106,0,0.139,0.162,127.959,4,1119328
"58m9mqwBLliFpIFSYzprSn","עטלף עיוור","Eyal Golan","2023-10-21 00:00:00.000000000",false,197014,0.639,0.286,5,-7.472,0,0.0397,0.945,0,0.12,0.393,133.851,4,1119477
"3yyHRwblo5kk0fH9pfMP6M","ביחד","Marina Maximilian, Guy Mentesh","2023-10-21 00:00:00.000000000",false,151968,0.565,0.59,1,-5.73,0,0.0838,0.402,0,0.265,0.272,108.111,1,1119471
"4abB8WdkswrxWxcV2e56x9","גדל לי קצת זקן","Eden Hason","2023-10-21 00:00:00.000000000",false,197499,0.671,0.472,8,-7.898,0,0.0344,0.875,0,0.124,0.663,139.748,4,1119468
"3RBpmZJ0YG9abVBXI2U1UO","את חסרה לי","Eden Hason","2023-10-21 00:00:00.000000000",false,169846,0.651,0.645,4,-6.173,0,0.0624,0.47,0,0.2,0.307,129.931,4,1119460
"5oi46p5BbFdvgI0bAeu1rX","עם ישראל חי","Eyal Golan","2023-10-21 00:00:00.000000000",false,210858,0.66,0.582,5,-9.52,1,0.0331,0.67,0,0.166,0.479,105.036,4,1119457
"6aJc9yW2geBF4OsrqOslOQ","Sisko","ABREU, Pihlaja","2023-10-21 00:00:00.000000000",true,151147,0.82,0.802,11,-3.475,0,0.0734,0.0673,0.00224,0.335,0.672,126.054,4,1119978
"2yREzJnpX353biub9EZiAI","t2itsa l6pp","boipepperoni, villemdrillem","2023-10-21 00:00:00.000000000",false,181960,0.722,0.672,1,-12.093,1,0.201,0.149,0.503,0.152,0.521,153.002,4,1120109
"10kAWGJi58siX7qOKFt2uY","Tab Aoulak - Karkouba","Muslim","2023-10-21 00:00:00.000000000",false,226762,0.765,0.802,7,-8.836,1,0.115,0.269,0,0.278,0.755,100.051,4,1120078
"06qMRF18gwbOYYbnP2du6i","Last Christmas - Single Version","Wham!","2023-10-21 00:00:00.000000000",false,265960,0.733,0.598,2,-8.228,1,0.0278,0.212,0.00000371,0.156,0.935,107.732,4,1120105
"0ifihkLHfnm6Ym3jekzZQv","Euro Gangsta","Mad Clip","2023-10-21 00:00:00.000000000",false,159340,0.78,0.85,1,-5.056,1,0.0351,0.0058,0,0.12,0.115,122.043,4,1119793
"1ucfIAu4IwIXxkl1fstUim","Mploko","Ethismos, Negros Tou Moria, Melow","2023-10-21 00:00:00.000000000",true,232466,0.808,0.687,7,-6.888,1,0.197,0.179,0,0.13,0.475,127.024,4,1119795
"4ZMb2KrcIvgVIxqFRti1Fl","SOS","Kidd, Lil Koni","2023-10-21 00:00:00.000000000",true,170322,0.721,0.621,6,-8.261,0,0.134,0.616,0.000551,0.106,0.358,124.03,4,1119780
"15BDY6GKFfk02WaoyytP9g","Liquor & Cigarettes (feat. ArrDee)","Chase & Status, Hedex, ArrDee","2023-10-21 00:00:00.000000000",false,189257,0.578,0.978,0,-0.21,1,0.356,0.073,0.0000014,0.0867,0.594,174.937,4,1119878
"5jeSK21nrfn5EassQR4D6u","Peace","Emma Steinbakken","2023-10-22 00:00:00.000000000",false,184397,0.398,0.372,8,-8.475,1,0.0319,0.699,0,0.0983,0.342,84.684,3,1115003
"2ruaU00oF7QNnZl3pU6IDo","Ment for hverandre","Stig Brenner","2023-10-22 00:00:00.000000000",false,194526,0.713,0.742,6,-5.041,0,0.0395,0.314,0.1,0.11,0.198,130.001,4,1115002
"2wmUMn0pawCGlWdonLkWQS","Sprite","Marstein","2023-10-22 00:00:00.000000000",true,165570,0.72,0.535,9,-8.383,0,0.298,0.563,0.0000351,0.109,0.349,95.976,4,1114992
"4MyPCOodOr2arMPmDxHqBX","Danseproblem","Bausa, Coucheron","2023-10-22 00:00:00.000000000",true,163655,0.826,0.648,8,-7.821,0,0.0873,0.201,0.000566,0.694,0.733,124.95,4,1114990
"0p1utKz9q8yMCXVsZGxP5w","Igjen og Igjen","Ballinciaga","2023-10-22 00:00:00.000000000",true,135683,0.75,0.699,0,-6.737,1,0.053,0.0612,0.00349,0.517,0.511,134.01,4,1114988
"0rKWJnmo6Q0ovoPOLoLm0t","TOO MUCH","The Kid LAROI, Jung Kook, Central Cee","2023-10-22 00:00:00.000000000",true,203894,0.758,0.703,10,-5.979,0,0.172,0.252,0,0.146,0.465,94.985,4,1115010
"3xY5aYJcdvZX9xQxNd02ku","In The City","Charli XCX, Sam Smith","2023-10-22 00:00:00.000000000",false,176479,0.736,0.754,4,-5.457,1,0.0443,0.033,0.000599,0.0731,0.648,128.046,4,1115009
"5Q0Nhxo0l2bP3pNjpGJwV1","Party In The U.S.A.","Miley Cyrus","2023-10-22 00:00:00.000000000",false,202066,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,4,1114979
"0cVyQfDyRnMJ0V3rjjdlU3","Lil Boo Thang","Paul Russell","2023-10-22 00:00:00.000000000",false,114233,0.85,0.699,0,-3.292,1,0.0776,0.152,0,0.32,0.915,114.481,4,1114981
"7CIhImlbs2RtT58oKnvROT","Puff & Pass (Remix)","Zerrydl, Shallipopi","2023-10-22 00:00:00.000000000",true,161515,0.881,0.936,1,-4.275,1,0.0522,0.0513,0.00277,0.406,0.819,113.013,4,1115142
"5HM5trJxTouv3eUVcbW8sh","Sensational (feat. Davido & Lojay)","Chris Brown, Davido, Lojay","2023-10-22 00:00:00.000000000",false,231109,0.774,0.611,6,-7.077,1,0.126,0.108,0,0.116,0.808,100.011,4,1115137
"5C6p9XU3B36GPyfzcNBP6R","Bite My Head Off (feat. Paul McCartney)","The Rolling Stones","2023-10-22 00:00:00.000000000",true,211597,0.403,0.997,4,-2.411,1,0.249,0.0000204,0.0000206,0.0982,0.265,143.182,4,1115060
"0bL5tco8cV95q5FNFzxzUS","Get Close","The Rolling Stones","2023-10-22 00:00:00.000000000",false,250723,0.455,0.941,7,-3.39,1,0.0824,0.00281,0,0.0729,0.609,155.523,4,1115055
"5op6kdhlMQ4L0KH30GCZ5T","Angry","The Rolling Stones","2023-10-22 00:00:00.000000000",false,226735,0.589,0.89,4,-3.467,1,0.0774,0.000658,0.00000544,0.0357,0.709,113.088,4,1115049
"32rT4NEzA9SH57FdFBkajG","Depending On You","The Rolling Stones","2023-10-22 00:00:00.000000000",false,243001,0.466,0.791,7,-4.208,1,0.0274,0.00562,0.0000264,0.193,0.329,81.317,4,1115065
"0Ag6LNrSfJVKRhGzD7ArDq","Mess It Up","The Rolling Stones","2023-10-22 00:00:00.000000000",false,243687,0.64,0.982,11,-3.368,0,0.0517,0.000368,0.0000021,0.0767,0.769,123.016,4,1115067
"6ZPz7V1JLOcqPjMnJnwyJT","Dreamy Skies","The Rolling Stones","2023-10-22 00:00:00.000000000",false,278136,0.427,0.684,7,-5.282,1,0.0348,0.141,0,0.142,0.395,120.164,1,1115082
"4yOAYf9yYNT5Pq3iuuJcUa","Whole Wide World","The Rolling Stones","2023-10-22 00:00:00.000000000",false,238150,0.485,0.965,7,-2.449,0,0.112,0.00298,0,0.359,0.554,136.129,4,1115074
"1JgVMnVVOhPBmUDD7SYva3","Het Kost Wat","LA$$A, Frsh, Yssi SB","2023-10-22 00:00:00.000000000",true,126606,0.825,0.694,5,-6.418,0,0.169,0.0193,0.0713,0.13,0.824,99.968,4,1115073
"0PyGmZCJ65xZBhXqCGYWlC","Sweet Sounds Of Heaven (feat. Lady Gaga & Stevie Wonder)","The Rolling Stones, Lady Gaga","2023-10-22 00:00:00.000000000",false,442669,0.452,0.664,5,-4.962,1,0.0362,0.0107,0.000799,0.108,0.304,130.507,3,1115070
"1dXz3W52yl5aRqW2nbc2kk","FIFI HOLLYWOOD","Daria Zawiałow","2023-10-22 00:00:00.000000000",false,182664,0.619,0.739,6,-6.781,0,0.0284,0.00915,0.0000311,0.389,0.552,139.006,4,1114718
"0DDsdWwUGvwMsIl62fFyXQ","SUPRO","Daria Zawiałow, Taco Hemingway","2023-10-22 00:00:00.000000000",false,215426,0.764,0.823,9,-6.594,1,0.0292,0.081,0.0339,0.289,0.908,132.014,4,1114715
